,genre,artist,track,track_id,popularity,danceability,instrumentalness,favorite,prediction
69978,Hip-Hop,Snoop Dogg,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",4rLpAOk5KVNcqEMK3m6Lje,63,0.84,4.3200000000000007e-05,0,1
70033,Hip-Hop,Yandel,Te Amare,7IJkIQZCy0a6gowQBhGuCJ,71,0.765,0.000458,0,1
70276,Hip-Hop,Wisin,Quisiera Alejarme (feat. Ozuna & CNCO) - Remix,4khRdk0vpLBWzGu41Fd7Rl,70,0.6629999999999999,0.0,0,1
70549,Hip-Hop,Reykon,Macarena,67OeF21snQIQRrjPtfbP5L,71,0.7659999999999999,4.66e-05,0,1
70551,Hip-Hop,Eminem,Like Home (feat. Alicia Keys),2Ie7pnF3ZKNTde30TQWlWx,62,0.78,0.0,0,1
70605,Hip-Hop,Don Omar,Te Quiero Pa´Mi,2rXZir7PFYmCw93pK3iVaW,68,0.758,3.06e-05,0,1
70628,Hip-Hop,Ñejo & Dalmata,Pasarela,1MfqPCs3Y722VK6zkWZ98Z,72,0.805,6.47e-06,0,1
70664,Hip-Hop,Joey Montana,Suena El Dembow,0woHVOh3KXLSDv8VU9XwZ4,75,0.695,0.0,0,1
70705,Hip-Hop,R.K.M & Ken-Y,Tonta,5ZjJT7BB8OoVjyRZRYGen8,68,0.6709999999999999,0.000517,0,1
70808,Hip-Hop,Tony Dize,Quizas - Remix,4YFoQUkj0XXJgTiHp8d61y,70,0.789,0.0,0,1
70855,Hip-Hop,Don Omar,Dale Don Dale,7zK02QSoQlMO0RAVqN0CI7,67,0.825,0.000264,0,1
77066,Children’s Music,Summer Walker,Girls Need Love (with Drake) - Remix,0mfCH4nfpshBQR9ueZP5eP,80,0.6559999999999999,0.0,0,1
77074,Children’s Music,Frank Ocean,Ivy,2ZWlPOoWh0626oTaHrnl2a,76,0.5670000000000001,0.000309,0,1
77088,Children’s Music,Alina Baraz,Electric (feat. Khalid),20TYNq9o5sdBAbkCWE9ih7,75,0.599,2.1899999999999997e-05,0,1
77117,Children’s Music,KALEO,Way Down We Go,0y1QJc3SJVPKJ1OvFmFqe6,76,0.489,0.000333,0,1
77132,Children’s Music,half•alive,still feel.,4EcYqXGZ1MOl7gBLcRO9Ya,71,0.779,0.0,0,1
77142,Children’s Music,BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,74,0.611,0.00137,0,1
77152,Children’s Music,Wallows,Are You Bored Yet? (feat. Clairo),2iyWlA4yxOs2hWN3x6fa8g,70,0.682,2.3199999999999998e-05,0,1
77163,Children’s Music,Two Feet,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1,74,0.7170000000000001,0.00428,0,1
77165,Children’s Music,The 1975,TOOTIMETOOTIMETOOTIME,33DzKnwuBE6lfOiADwzd5E,76,0.667,0.015,0,1
77176,Children’s Music,Theory of a Deadman,Rx (Medicate),2UZtI2HUyLRzqBjodvcUmY,71,0.639,0.0,0,1
77188,Children’s Music,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,71,0.7020000000000001,0.00201,0,1
77190,Children’s Music,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,74,0.664,0.00489,0,1
77244,Children’s Music,Young the Giant,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,70,0.534,6.24e-06,0,1
77257,Children’s Music,for KING & COUNTRY,God Only Knows,4ElNxglBjcrASiGn58t9Jm,70,0.597,8.35e-06,0,1
77309,Children’s Music,Kali Uchis,Just A Stranger (feat. Steve Lacy),1HA2V2EfAgJUBVOju4YfiB,67,0.745,0.0,0,1
77342,Children’s Music,Doja Cat,Tia Tamera (feat. Rico Nasty),6mbWdNBDGL4joR1EHRUZg1,66,0.8140000000000001,0.0,0,1
77360,Children’s Music,H.E.R.,Carried Away,5zLs51Fr3XSUhZiWQMlxJu,67,0.693,0.0163,0,1
77394,Children’s Music,Moon Taxi,Two High,5huOzlgCK7PsMSG4TFBvKY,68,0.68,0.00132,0,1
77405,Children’s Music,Peter Bjorn and John,Young Folks,6M6UoxIPn4NOWW0x7JPRfv,65,0.701,0.000627,0,1
77436,Children’s Music,Alina Baraz,Fantasy,17YuXw2ScwLLL1sUrRKhoW,66,0.68,0.0,0,1
77441,Children’s Music,Weezer,Africa,36Pim2ANczp82lCWIb8GHy,69,0.5,0.00636,0,1
77443,Children’s Music,Declan McKenna,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,68,0.687,1.32e-05,0,1
77448,Children’s Music,Weezer,Beverly Hills,1yKu2MhpwzDXXH2tzG6xoa,68,0.693,0.0,0,1
77472,Children’s Music,MISSIO,Bottom Of The Deep Blue Sea,6AvslIXIi9iaGvukefyVVK,66,0.573,0.00018999999999999998,0,1
77480,Children’s Music,for KING & COUNTRY,joy.,0vBjd0I8iefycEZ2ex1Zpi,67,0.68,0.00105,0,1
77482,Children’s Music,Gorillaz,Humility (feat. George Benson),3NeiYiBn3rQBgurfVk92Zm,69,0.632,0.0211,0,1
77502,Children’s Music,Janelle Monáe,I Like That,2EznBGrlmx9wBeYgyDojsA,67,0.48200000000000004,0.00243,0,1
77505,Children’s Music,Kali Uchis,Tyrant (feat. Jorja Smith),4FZOSDwALdWxcGcRbwXWJ8,66,0.42200000000000004,0.0,0,1
77510,Children’s Music,6LACK,Cutting Ties,6lJ5aSxKHCwNBoWkZT3JeJ,68,0.7879999999999999,2.3e-05,0,1
77531,Children’s Music,Barns Courtney,Fire,5w6B0sAH7XauCvMOAtplQj,66,0.5479999999999999,0.000328,0,1
77545,Children’s Music,The Score,Revolution,7Fv8Qp3tTSbSS2VjryUF7L,66,0.5720000000000001,0.0,0,1
77558,Children’s Music,Grizfolk,Spoonful,6Y2DPBV2uBBfqQOPZnW3LD,65,0.589,0.0,0,1
77581,Children’s Music,Soul Asylum,Runaway Train,3TW48DvQ7ChwY1Yy1tkMaP,70,0.613,0.0,0,1
77607,Children’s Music,AViVA,GRRRLS,1DkX0AcEDzuFeh4TEAl143,66,0.5489999999999999,1.19e-06,0,1
77615,Children’s Music,Yuna,Crush,3Txcx4jhuiTZSvhAL0WaRc,65,0.6779999999999999,3.78e-06,0,1
77648,Children’s Music,Rico Love,Fight for You,479acVfQ74icOy772hE1ba,65,0.532,7.83e-06,0,1
77654,Children’s Music,Chloe x Halle,Happy Without Me,1mQI744KrltnCU798zIGEe,66,0.57,0.0,0,1
77659,Children’s Music,Solange,Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,67,0.7190000000000001,0.000147,0,1
77667,Children’s Music,Passion Pit,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,68,0.5660000000000001,0.0,0,1
77682,Children’s Music,Welshly Arms,Legendary,2bDENJyfbxj0neGiXUFvIX,73,0.537,2.54e-06,0,1
77686,Children’s Music,Cage The Elephant,Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,68,0.5489999999999999,6.68e-05,0,1
77721,Children’s Music,SG Lewis,Better - SG Lewis x Clairo,32T61xmNSIXhGkEszzs0t8,68,0.6990000000000001,0.00029,0,1
77736,Children’s Music,6LACK,Loaded Gun,1wb7Mqon4o1ViLjaLV9f8U,67,0.643,1.82e-05,0,1
77762,Children’s Music,WALK THE MOON,Kamikaze,3YQ96qkxiEwTLwgu2Izcmq,65,0.575,0.0,0,1
77809,Children’s Music,Papa Roach,Born For Greatness,5cRPdqpWkaNmIbPi6wJDg2,68,0.525,0.0,0,1
77822,Children’s Music,Old Crow Medicine Show,Wagon Wheel,359krpyCKcFF8SFvqWES9L,66,0.621,0.0,0,1
77882,Children’s Music,Barns Courtney,Kicks,274tSPavv09i163nBnYrCU,65,0.64,0.0,0,1
77964,Children’s Music,Erykah Badu,On & On,0tNuJpBgtE65diL6Q8Q7fI,66,0.765,0.0055899999999999995,0,1
78023,Children’s Music,Amber Mark,Lose My Cool,3G9zeErd0kMx012kmYUrm7,66,0.733,0.000272,0,1
78034,Children’s Music,The 1975,I Couldn't Be More In Love,2HwwGKPcI0rqnsFCqATXuj,65,0.555,3.35e-06,0,1
78079,Children’s Music,Leven Kali,Smile,5Wbjjde5ez7sx22OtmrXKV,66,0.772,0.00175,0,1
78179,Children’s Music,Joywave,It's A Trip!,6IY3cC281mz9q0bViUEldz,65,0.679,0.00322,0,1
78386,Children’s Music,Blood Orange,Charcoal Baby,3bBmpVl9rQKJsFFGLFilIS,65,0.622,0.00036899999999999997,0,1
78479,Children’s Music,Red Hot Chili Peppers,Sick Love,6GsP3uMCd0Dn5T37C93waZ,66,0.591,0.0,0,1
78548,Children’s Music,Los Enanitos Verdes,Lamento Boliviano,6Pur3hWy6Nzc27ilmsp5HA,73,0.7140000000000001,0.0006219999999999999,0,1
78553,Children’s Music,Linkin Park,Battle Symphony,3FQCJI2t5LTbsRPfYVBSVB,67,0.653,0.0,0,1
78591,Children’s Music,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,65,0.6709999999999999,5.2900000000000005e-05,0,1
78695,Children’s Music,Tommee Profitt,In the End,4bMrguhtW5l31SNXd5IdSK,68,0.526,4.07e-05,0,1
78902,Children’s Music,Mahalia,Do Not Disturb,0HRkuP4sFPLLnbWpup0OgQ,69,0.789,3.06e-05,0,1
78921,Children’s Music,Nao,If You Ever (feat. 6LACK),5PkZ0mhNgfuz7SqiuruKlh,65,0.488,3.0299999999999998e-05,0,1
79088,Children’s Music,Linkin Park,Nobody Can Save Me,3dJj6o9o1fRgrojWjailuz,64,0.645,0.0,0,1
84864,R&B,The Pussycat Dolls,Hush Hush; Hush Hush - Main,2H9CKpZiLDF223BbwehpDF,58,0.609,0.0,0,1
86963,Rap,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,92,0.511,0.0,0,1
86968,Rap,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,91,0.747,0.0,0,1
86973,Rap,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,91,0.5870000000000001,6.56e-05,0,1
86981,Rap,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,89,0.7390000000000001,0.0,0,1
87020,Rap,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,83,0.715,0.0,0,1
87021,Rap,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,83,0.81,5.69e-06,0,1
87022,Rap,Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,72,0.7070000000000001,0.0,0,1
87023,Rap,Juice WRLD,Feeling,2Jh3UqxnHJMyzMzku4uOtE,72,0.711,0.0,0,1
87026,Rap,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,84,0.763,0.0,0,1
87027,Rap,Juice WRLD,Big,4rWC4tiO4NCwRHdh6vyu6b,72,0.762,0.0,0,1
87039,Rap,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,84,0.67,1.02e-06,0,1
87046,Rap,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,87,0.669,0.00294,0,1
87047,Rap,Future,First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,85,0.7340000000000001,0.0,0,1
87049,Rap,Juice WRLD,Won’t Let Go,4yoQbSPoj8H3O8M3EKvC74,68,0.61,0.0,0,1
87051,Rap,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,82,0.7020000000000001,0.0,0,1
87056,Rap,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,82,0.594,0.0,0,1
87059,Rap,Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,84,0.62,0.0,0,1
87069,Rap,Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,83,0.675,0.0,0,1
87071,Rap,NF,Let You Down,52okn5MNA47tk87PeZJLEL,84,0.6559999999999999,0.0,0,1
87074,Rap,Bryce Vine,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,78,0.763,0.00118,0,1
87082,Rap,Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,78,0.795,0.0,0,1
87086,Rap,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,81,0.53,0.0,0,1
87087,Rap,Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,81,0.8,0.0,0,1
87088,Rap,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,82,0.716,0.0,0,1
87113,Rap,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,85,0.61,0.0,0,1
87123,Rap,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,78,0.638,0.0,0,1
87128,Rap,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,80,0.61,3.84e-05,0,1
87145,Rap,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,79,0.44299999999999995,0.0,0,1
87146,Rap,2 Chainz,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,80,0.5920000000000001,2.63e-06,0,1
87154,Rap,Kanye West,Heartless,4EWCNWgDS8707fNSZ1oaA5,77,0.789,0.0,0,1
87155,Rap,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,85,0.726,0.0101,0,1
87156,Rap,Drake,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,80,0.755,0.00124,0,1
87164,Rap,Miguel,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,78,0.674,0.0,0,1
87167,Rap,Lil Uzi Vert,20 Min,0uxSUdBrJy9Un0EYoBowng,75,0.773,0.0,0,1
87177,Rap,NF,Lie,07FkzikE6FuHIa8Ma7zJGc,79,0.753,0.0,0,1
87178,Rap,blackbear,Idfc,6y6jbcPG4Yn3Du4moXaenr,80,0.63,4.04e-05,0,1
87183,Rap,Lil Uzi Vert,Erase Your Social,4uhvMW7ly7tJil31YYscAN,75,0.705,0.0,0,1
87187,Rap,Juice WRLD,Candles,1wa6QQsdSE3X2GbRljGpFk,76,0.715,0.0,0,1
87194,Rap,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,76,0.69,0.00218,0,1
87199,Rap,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,77,0.741,0.0,0,1
87217,Rap,Lil Mosey,Pull Up,6dww8y59MiIREzWonqzGOy,76,0.655,0.0,0,1
87222,Rap,Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,76,0.6890000000000001,0.0,0,1
87231,Rap,Trippie Redd,BANG!,1pF74yw15wXk12A1NPVWHD,75,0.715,7.48e-06,0,1
87240,Rap,A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,76,0.792,0.0,0,1
87245,Rap,Post Malone,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1,77,0.727,2.47e-06,0,1
87250,Rap,Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,79,0.77,0.0,0,1
87260,Rap,Post Malone,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,77,0.742,0.0,0,1
87265,Rap,Macklemore,Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,80,0.731,2.59e-05,0,1
87268,Rap,Travis Scott,beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,74,0.743,0.0,0,1
87279,Rap,Post Malone,Deja Vu,0H8XeaJunhvpBdBFIYi6Sh,77,0.62,0.0,0,1
87286,Rap,Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,78,0.755,0.0,0,1
87300,Rap,Future,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,77,0.736,0.0,0,1
87307,Rap,Fort Minor,Remember The Name (feat. Styles Of Beyond),6ndmKwWqMozN2tcZqzCX4K,77,0.688,2.87e-06,0,1
87314,Rap,G-Eazy,I Mean It,6jmTHeoWvBaSrwWttr8Xvu,75,0.7120000000000001,0.0,0,1
87326,Rap,Quinn XCII,Flare Guns,7cM9Kqto11iJpY2RwgVJSq,74,0.812,0.0,0,1
87330,Rap,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,77,0.8220000000000001,0.0009109999999999999,0,1
87339,Rap,Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,75,0.758,6.22e-06,0,1
87345,Rap,Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,75,0.684,0.00031099999999999997,0,1
87346,Rap,Post Malone,Otherside,4qWCFTuNnmGNdY4egtb4ZY,76,0.645,5.17e-06,0,1
87347,Rap,Post Malone,Too Young,4SYUUlkScpNR1QvPscXf8t,76,0.602,3.2e-05,0,1
87353,Rap,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,74,0.684,0.0,0,1
87356,Rap,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,82,0.58,0.0,0,1
87362,Rap,Post Malone,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,76,0.6,0.0,0,1
87366,Rap,J. Cole,Work Out,2wAJTrFhCnQyNSD3oUgTZO,75,0.831,0.0,0,1
87371,Rap,Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,0.6890000000000001,1.03e-06,0,1
87372,Rap,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,75,0.669,0.0,0,1
87383,Rap,Gunna,Richard Millie Plain,14PWHDV87nXiSuClZDsEYC,74,0.7440000000000001,0.0,0,1
87384,Rap,Machine Gun Kelly,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,76,0.6970000000000001,0.0,0,1
87387,Rap,NAV,Wanted You (feat. Lil Uzi Vert),790MhTXPFrYkrqCKvpg4t1,75,0.7929999999999999,0.0,0,1
87388,Rap,Post Malone,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,76,0.6509999999999999,1.07e-05,0,1
87392,Rap,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,81,0.735,2.17e-05,0,1
87403,Rap,Jacquees,You,01jIO8SJFnpSiNLH1JaBZ5,77,0.735,0.0,0,1
87414,Rap,Rae Sremmurd,Come Get Her,1Ser4X0TKttOvo8bgdytTP,76,0.687,0.0,0,1
87420,Rap,Macklemore,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,76,0.7120000000000001,2.46e-05,0,1
87426,Rap,Lil Uzi Vert,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,71,0.522,2.35e-06,0,1
87431,Rap,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,76,0.6579999999999999,0.0,0,1
87447,Rap,Kodak Black,Gnarly (feat. Lil Pump),40Rpg3LkZwwzuHJ3GdjMma,74,0.764,0.0,0,1
87452,Rap,Drake,Headlines,6LxSe8YmdPxy095Ux6znaQ,74,0.636,0.00035299999999999996,0,1
87458,Rap,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,78,0.715,0.0,0,1
87462,Rap,Post Malone,Money Made Me Do It,1ysAvOdJgUjc6CqOQxepaz,74,0.7340000000000001,0.0,0,1
87466,Rap,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,73,0.5379999999999999,0.0,0,1
87477,Rap,Gucci Mane,BiPolar (feat. Quavo),4fGT0JiaqoHShrg6uSsKfB,76,0.747,0.0,0,1
87495,Rap,Yella Beezy,That's On Me,5c0Vl3yklw5WX9YI36dPLd,71,0.8029999999999999,0.0,0,1
87504,Rap,Drake,"Hold On, We're Going Home",14Rcq31SafFBHNEwXrtR2B,72,0.7759999999999999,2.68e-05,0,1
87513,Rap,Aminé,Heebiejeebies - Bonus,32xx0fAv3CIeGmNaWTHvEF,73,0.7659999999999999,0.0,0,1
87535,Rap,Amenazzy,Baby,2IA8cFA46DkjgbsRG7kKbp,86,0.7,0.0,0,1
87537,Rap,Quinn XCII,U & Us,6SL7KzIA96f0HiKjuv7tED,71,0.605,0.0026899999999999997,0,1
87540,Rap,Childish Gambino,Summertime Magic,4j3GWI86JvSaF0BLdmgcfF,74,0.76,0.00351,0,1
87541,Rap,Post Malone,Patient,5DLTuH4A5VZB2HKpqHQR6t,74,0.743,0.0,0,1
87547,Rap,Lil Peep,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,76,0.743,1.77e-05,0,1
87573,Rap,Lil Peep,Life is Beautiful,5rYpwP1dHWGVMrSZbTmt3e,77,0.5329999999999999,0.000932,0,1
87575,Rap,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,74,0.6629999999999999,7.68e-06,0,1
87580,Rap,TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs,81,0.743,0.000717,0,1
87584,Rap,Tory Lanez,TAlk tO Me (with Rich The Kid),2cRgo1TiPm7SnPvYzvbOLf,76,0.731,0.0,0,1
87612,Rap,Travis Scott,wonderful,1cZlBZwnwGPtYeRIeQcoFh,71,0.769,0.0,0,1
87613,Rap,Chief Keef,Love Sosa,4IowQDUOzUvNtp72HMDcKO,71,0.77,0.0,0,1
87614,Rap,Kevin Gates,Really Really,10I3CmmwT0BkOVhduDy53o,71,0.762,0.0,0,1
87630,Rap,Donnie Trumpet & The Social Experiment,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,70,0.511,0.0,0,1
87652,Rap,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,77,0.6459999999999999,0.0,0,1
87659,Rap,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,75,0.653,0.0,0,1
87662,Rap,Yung Pinch,Nightmares (feat. Lil Skies),0qy1xNhQvnRhEpvKxdXYUR,73,0.579,0.0,0,1
87702,Rap,Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW,68,0.7759999999999999,0.0,0,1
87706,Rap,NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,73,0.826,0.0,0,1
87713,Rap,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,80,0.705,0.0,0,1
87717,Rap,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,71,0.613,0.0,0,1
87728,Rap,Kodak Black,Patty Cake,0bXFIF7iL17TYLyx8JHziM,70,0.8059999999999999,0.0,0,1
87729,Rap,Kodak Black,Too Many Years,0BU7nIcCZxYSE0hYcc5oZz,71,0.665,0.0,0,1
87735,Rap,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,70,0.667,0.0,0,1
87740,Rap,Logic,Midnight,1GtVGc1UYin3zpMUdNSSpM,70,0.5660000000000001,0.0,0,1
87755,Rap,Trippie Redd,I Tried Loving,7uenITonAmg7wXmFd3kkms,70,0.624,0.0,0,1
87756,Rap,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,75,0.664,0.00489,0,1
87757,Rap,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,72,0.715,0.0,0,1
87758,Rap,Kanye West,Homecoming,2iaCM7WvOknQI1230hA9eK,66,0.679,0.0,0,1
87760,Rap,Joey Bada$$,DEVASTATED,4ntsD33Pgsgk8rUyZLLiUV,73,0.812,0.0,0,1
87786,Rap,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),6SPYOjTjqvidDI24Hy9lwX,73,0.71,0.0,0,1
87788,Rap,Logic,Flexicution,2c8sgbZoEanC3QyFNZxUcA,70,0.772,0.00159,0,1
87837,Hip-Hop,Jason Derulo,Get Ugly,1dl3vuXJS9anUXE7XnNP75,66,0.75,1.32e-06,0,1
87873,Hip-Hop,De La Ghetto,Sensacion Del Bloque,5clFSlfkCRlhnH1cAQjSBi,67,0.7090000000000001,0.0,0,1
87958,Hip-Hop,Wisin & Yandel,Ojalá,72kMzFs3DToSPeunmtx9Fs,66,0.703,0.0,0,1
88048,Hip-Hop,Die Antwoord,Baby's on Fire,7rmUSOrOLRBzI8Uq63qYcR,65,0.8290000000000001,0.00148,0,1
88107,Hip-Hop,Paulo Londra,Dímelo,68NhevkESo24f9nTL8fDFP,74,0.8320000000000001,0.0,0,1
88188,Hip-Hop,"Gotay ""El Autentiko""",Yo Me La Robé,1PpDb6Yvz49PEz2V1bYgDf,68,0.82,0.00011499999999999999,0,1
88227,Hip-Hop,Revol,Dime,08wJw4VdkKImX4t1vL6MsO,63,0.772,0.0,0,1
88402,Hip-Hop,R.K.M & Ken-Y,Igual Que Ayer,2WHctubxf8LzrGr62cLz3d,65,0.7879999999999999,0.0,0,1
88475,Hip-Hop,Gustavo Eddie,la Secta,1mHIjeVtibN5H9PrxfqtD5,66,0.8140000000000001,0.0,0,1
88492,Hip-Hop,La Factoria,Perdóname,35J2nr0F47saNaZfx2cwxd,66,0.69,0.0,0,1
88557,Hip-Hop,AJ x Deno,London,0lstGz2advSx5VqY8olvzt,71,0.743,1.83e-05,0,1
88870,Hip-Hop,Cosculluela,Te Busco,2M2WWJE863upPYUrzCRjN6,65,0.677,0.0,0,1
89288,Hip-Hop,Kontra K,Warnung,3OgD9c7c6GhEWUK660Ezbr,76,0.718,0.0,0,1
89525,Hip-Hop,Shakka,Man Down (feat. AlunaGeorge),1keIwLlHg0VZhoQQiTb0Xi,69,0.726,0.0,0,1
89594,Hip-Hop,Alexis y Fido,5 Letras,4sVdzbLsgnWoFtDuoaXzWp,65,0.815,1.69e-06,0,1
89716,Hip-Hop,Jhay Cortez,Somos Iguales,26XNWPQRmKVKDYVsGLwZ81,66,0.7809999999999999,0.0,0,1
89848,Hip-Hop,Cartel De Santa,Me Alegro de Su Odio 2014,5LaFx91BE5YY9DpXml7L3Y,61,0.7509999999999999,0.0,0,1
90287,Hip-Hop,Paulo Londra,Cámara Lenta,0DFxA6i4yu8AORcdPrDEmd,70,0.8140000000000001,2.75e-05,0,1
90326,Hip-Hop,Fuego,Good Vibes - Official Remix,3I52e5l6ag02nA7UllFdM2,65,0.705,2.18e-06,0,1
90365,Hip-Hop,Lupe Fiasco,Out Of My Head (feat. Trey Songz),4Nomj38R7Ds0P8I8orW2Tv,50,0.588,0.0,0,1
90397,Hip-Hop,Beret,Ojalá,0s3kHupM6ZlQGkHzveZSJq,71,0.503,0.0,0,1
91119,Hip-Hop,Beret,Te echo de menos,3gPOFPYLgpvQz0ZMwmv7NE,73,0.6579999999999999,0.0,0,1
91351,Hip-Hop,MHD,Bébé,2sjJrFhDT0oP3fyCocTVyX,70,0.706,3.55e-06,0,1
91467,Hip-Hop,Daddy Yankee,Salgo Pa' la Calle,3nCFiwtuVqVJmnSasApvr3,64,0.617,3.32e-06,0,1
91546,Hip-Hop,Tony Dize,El Doctorado,2PUbdd0s68EfVKlBCUW9Vq,51,0.7190000000000001,0.0,0,1
91575,Hip-Hop,Cazzu,C14TORCE II,2e2ZtZbe6rQoOnUizqowNT,67,0.737,1.39e-06,0,1
91804,Hip-Hop,Yandel,No Pare,2HDacpEddhWjYTcADPIEQL,64,0.69,3.18e-06,0,1
92216,Hip-Hop,Yxng Bane,Rihanna,5kJEUjZUh1xPRUHQc8hEnq,65,0.5529999999999999,0.0,0,1
